VILLE;DEPARTEMENT;CODE INSEE;NOM DU SITE;GROUPE DE DECHETS;SOUS-GROUPE DE DECHETS;DESCRIPTION PHYSIQUE;CATEGORIE;FAMILLE IN;VOLUME EQUIVALENT CONDITIONNE;MAJORATION;ACTIVITE ( Bq);PRINCIPAUX RADIONUCLEIDES
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Fûts plastiques de 120 litres (384 F5);FMA-VC;F3-7-01;3,84;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;60Co, 63Ni, 137Cs, 134Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Fûts plastiques de 200 litres (54 F6);FMA-VC;F3-7-01;0,81;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Caissons métalliques de 4 m3 (1 CM4M3);FMA-VC;F3-7-02;0,248;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni, 110mAg, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Big-bags de 1 m3 (3 BB1);TFA;TFA-02;3;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;60Co, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Big-bags de 1 m3 (4 BB1);TFA;TFA-02;4;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 55Fe, 60Co, 63Ni, 137Cs
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Big-bags de 1 m3 (5 BB1);TFA;TFA-02;5;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Casiers de 2,66 m3 (5 CA2);TFA;TFA-02;13,3;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;60Co, 110mAg, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Fûts métalliques de 200 litres (28 F1);TFA;TFA-02;5,88;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 55Fe, 60Co, 63Ni, 137Cs
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Casiers de 1,33 m3 (23 CA1);TFA;TFA-02;30,59;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;60Co, 110mAg, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Casiers de 1,33 m3 (1 CA1);TFA;TFA-02;1,33;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;60Co, 110mAg, 137Cs, 58Co, 108mAg
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Citerne de 25 m3 (1 CI25);FMA-VC;F3-7-01;2;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;14C, 55Fe, 60Co, 63Ni, 90Sr
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Caissons métalliques de 5 m3 (1 CM5M3);FMA-VC;F3-2-15;4,06;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni, 90Sr, 137Cs
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Big-bags de 1,5 m3 (52 BB1.5);TFA;TFA-02;78;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H, 54Mn, 137Cs, 134Cs, 7Be
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Caissons métalliques (2m3) (2 CM2M3);FMA-VC;F3-7-02;0,248;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne Activité à Vie Longue (MA-VL);Absorbants;Absorbants (3 conteneurs IU);MA-VL;F2-2-03;34,5;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 59Ni, 63Ni, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Faible Activité à Vie Longue (FA-VL);Déchets entreposés dans les silos;Chemises de graphite avec fils d'acier inoxydable (2000 t );FA-VL;F5-2-01;8424;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H, 14C, 55Fe, 60Co, 63Ni
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Amiante (14,2 t );TFA;TFA-02;142;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Boues de décantation (1,16 t );FMA-VC;F3-2-02;10,3124;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Boues de décantation (1,16 t );FMA-VC;F3-2-13;18,9544;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Boues séchées (18,35 t );FMA-VC;F3-7-01;4,9545;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Concentrats (15,7 t );FMA-VC;F3-7-01;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Déchets électriques et électroniques (1,18 t );TFA;TFA-02;1,18;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Filtres de ventilation (6,695 t );FMA-VC;F3-2-15;51,2837;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Filtres de ventilation (1,888 t );TFA;TFA-02;16,10464;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Filtres d'eau (5,241 t );FMA-VC;F3-01b;15,88023;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Gravats (9,148 t );TFA;TFA-02;6,76952;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Huiles (0,214 t );FMA-VC;F3-7-01;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Liquides organiques (77,562 t );FMA-VC;F3-7-01;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Métaux ferreux (6,594 t );FMA-VC;F3-7-02;0,962724;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Métaux ferreux (112,098 t );TFA;TFA-02;117,7029;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Métaux ferreux (13,188 t );FMA-VC;F3-2-15;27,0354;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Métaux non ferreux (5,894 t );TFA;TFA-02;9,48934;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Métaux non ferreux (0,31 t );FMA-VC;F3-2-15;0,8649;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Piles, batteries (0,036 t );TFA;TFA-02;0,072;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Plastiques, caoutchouc (1,195 t );FMA-VC;F3-7-01;0,32265;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Plastiques, caoutchouc (2,789 t );FMA-VC;F3-01b;8,45067;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Plastiques, caoutchouc (3,984 t );TFA;TFA-02;39,84;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Silice, sable, corindon, grenaille (0,045 t );TFA;TFA-02;0,03015;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Solutions de lessivage (13,251 t );FMA-VC;F3-7-01;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Terre (0,052 t );TFA;TFA-02;0,04576;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets non conditionnés;Tubes fluorescents (0,002 t );TFA;TFA-02;0,00286;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets conditionnés ou préconditionnés en attente d'expédition;Bigs-bags (1m3) - Déchets inertes (1 t - 9 BB1);TFA;TFA-02;9;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets conditionnés ou préconditionnés en attente d'expédition;Bigs-bags (1m3) - Déchets non métalliques (20 BB1);TFA;TFA-02;20;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets conditionnés ou préconditionnés en attente d'expédition;Bigs-bags (1m3) - Déchets métalliques (1 BB1);TFA;TFA-02;1;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets conditionnés ou préconditionnés en attente d'expédition;Caissons métalliques (1 m3) (4 CM1M3);FMA-VC;F3-7-02;1,216;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets conditionnés ou préconditionnés en attente d'expédition;Casiers (2 m3) - Déchets non métalliques (14 CA2);TFA;TFA-02;37,24;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets conditionnés ou préconditionnés en attente d'expédition;conteneur réuntilisable  (2 m3) - Déchets non métalliques (1 CRR2);TFA;TFA-02;2;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets conditionnés ou préconditionnés en attente d'expédition;Fûts métalliques (200l) - Déchets compactables (43 F1);FMA-VC;F3-01b;5,8179;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets conditionnés ou préconditionnés en attente d'expédition;Fûts métalliques (200l) - Déchets non métalliques (27 F1);TFA;TFA-02;5,535;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de Moyenne, Faible ou Très Faible Activités à Vie Courte (FMA-VC ou TFA);Déchets conditionnés ou préconditionnés en attente d'expédition;Fûts plastiques (200l) - Déchets incinérables (28 F6);FMA-VC;F3-7-01;0,4424;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT A - EN DECONSTRUCTION;Déchets de moyenne, faible ou très faible activité (FMA-VC ou TFA);;Monoblocs- TFA métallique (2 D3);TFA;TFA-02;4,23;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 63Ni, 90Sr, 137Cs, 151Sm
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Grappes sources (4 unités);AUTRES;S01;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Grappes (autres que sources) (110 unités);MA-VL;F2-2-03;12,32;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Doigts de gants RIC (6 étuis);MA-VL;F2-2-03;0,306;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Crayons absorbants (AIC, Pyrex, Inox) (35 étuis);MA-VL;F2-2-03;29,295;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Tubes guides de grappe (1 unité);MA-VL;F2-2-03;0,459;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Têtes de grappes (toutes) (19 étuis);MA-VL;F2-2-03;2,318;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Grappes bouchons en étuis (19 étui);MA-VL;F2-2-03;1,748;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni
SAINT-LAURENT-NOUAN;41;41220;EDF - SAINT-LAURENT B - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Pièces métalliques diverses (13 unité);MA-VL;F2-2-03;0,273;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni
